reporter_name,person_involved,incident_date,incident_time,department,incident_description,location,label,was_injured,injury_description
Emerson Davis,Jordan Davis,01 September 2025,03:25,Research & Development,"Worker fell from ship deck while repairing the hull, resulting in concussion.",Cafeteria,Accident,Yes,Chemical burn from solvent exposure
Finley Payne,Jesse Kennedy,31 October 2024,04:09,Communications,"Worker fell from ship deck while painting, resulting in burns.",Dry Dock 2,Accident,Yes,Burn from hot welding equipment
Rowan West,Elliot Parker,26 March 2025,07:21,Legal,Exposure to asbestos led to burns.,Office - Admin Block,Accident,Yes,Heat exhaustion from prolonged outdoor work
Jesse Foster,Avery Robinson,21 September 2024,23:15,Logistics,"crane malfunction caused a steel beam to drop, injuring a contractor.",Electrical Bay,Accident,Yes,Smoke inhalation from fire in electrical bay
Harper Foster,Sawyer Graham,04 May 2025,05:19,Health & Safety,"grinder malfunction caused a fuel leak, injuring the operator.",Fleet Garage,Accident,Yes,Heat exhaustion from prolonged outdoor work
Drew Davis,Avery Fisher,17 March 2025,10:19,Customer Service,"Worker fell from ladder while painting, resulting in concussion.",Fuel Depot,Accident,Yes,Fractured wrist from fall on wet surface
Frankie Morgan,Taylor Mitchell,05 November 2024,10:08,Finance,"crane malfunction caused a fuel leak, injuring a contractor.",Training Room,Accident,Yes,Hearing damage from loud machinery
Jamie Kennedy,Taylor Lewis,07 June 2025,07:57,Research & Development,Exposure to asbestos led to burns.,Dry Dock 1,Accident,Yes,Smoke inhalation from fire in electrical bay
Casey Davis,Frankie Lee,01 July 2025,23:31,Health & Safety,"crane malfunction caused a steel beam to drop, injuring two workers.",Fuel Depot,Accident,Yes,Electric shock from faulty wiring
Avery Graham,Peyton Walker,16 July 2025,05:25,Dockyard Operations,"forklift malfunction caused a fuel leak, injuring the operator.",Shipyard Pier,Accident,Yes,Compressed air injury during maintenance
Skyler Kennedy,Blake Payne,09 December 2024,02:59,Communications,Exposure to asbestos led to concussion.,Office - Admin Block,Accident,Yes,Fractured wrist from fall on wet surface
Taylor Lewis,Jordan Reed,16 June 2024,21:34,Environmental Services,"crane malfunction caused a steel beam to drop, injuring two workers.",Paint Shop,Accident,Yes,Electric shock from faulty wiring
Casey Allen,Blake Sullivan,25 September 2024,16:05,Communications,Exposure to high-voltage wiring led to a fractured leg.,Engineering Workshop,Accident,Yes,Chemical burn from solvent exposure
Reese Reed,Elliot Murphy,03 May 2024,17:42,Finance,"crane malfunction caused a steel beam to drop, injuring a contractor.",Fuel Depot,Accident,Yes,Hearing damage from loud machinery
Chris Smith,Alex Pearson,10 August 2025,03:12,Legal,"Worker fell from scaffolding while repairing the hull, resulting in concussion.",Warehouse A,Accident,Yes,Electric shock from faulty wiring
Frankie Pearson,Kai Cooper,28 January 2024,08:01,Facilities,"Worker fell from ladder while welding, resulting in concussion.",Fleet Garage,Accident,Yes,Burn from hot welding equipment
Quinn Clark,Cameron Mitchell,04 August 2024,20:33,Legal,"Worker fell from scaffolding while welding, resulting in a fractured leg.",IT Server Room,Accident,Yes,Minor cuts and bruises
Rowan Hughes,Taylor Davis,04 July 2025,02:44,Warehouse,"Worker fell from ladder while painting, resulting in concussion.",Engineering Workshop,Accident,Yes,Laceration from sharp metal panel
Skyler Smith,Harper Hughes,24 March 2024,02:42,IT,"forklift malfunction caused a steel beam to drop, injuring the operator.",Dry Dock 2,Accident,Yes,Eye irritation from chemical fumes
Elliot Foster,Morgan Foster,06 August 2024,16:36,Communications,"crane malfunction caused a fuel leak, injuring a contractor.",Warehouse B,Accident,Yes,Concussion from falling object
Dakota Reed,Spencer Lewis,01 June 2025,16:23,Logistics,Exposure to asbestos led to concussion.,Cafeteria,Accident,Yes,Severe abrasion from slip on deck
Cameron Bailey,Jordan West,20 January 2025,12:13,Quality Assurance,"Worker fell from ship deck while welding, resulting in concussion.",Maintenance Shed,Accident,Yes,Burn from hot welding equipment
Jordan Graham,Quinn Pearson,27 January 2025,04:36,Finance,Exposure to toxic fumes led to concussion.,Dockyard North,Accident,Yes,Trip hazard fall resulting in bruising
Charlie Johnson,Riley Mitchell,04 September 2025,11:56,Procurement,Exposure to high-voltage wiring led to a fractured leg.,Electrical Bay,Accident,Yes,Dislocated shoulder during equipment maintenance
Sydney Holmes,Drew Holmes,09 December 2024,01:35,Customer Service,"grinder malfunction caused electrical fire, injuring two workers.",Dockyard South,Accident,Yes,Compressed air injury during maintenance
Jamie Smith,Rowan Parker,02 April 2024,04:03,Procurement,Exposure to high-voltage wiring led to burns.,Paint Shop,Accident,Yes,Back strain from improper lifting
Elliot Davis,Avery Walker,02 April 2025,03:37,Quality Assurance,Exposure to high-voltage wiring led to burns.,Paint Shop,Accident,Yes,Puncture wound from misplaced tool
Rowan Murphy,Rowan Pearson,06 January 2024,16:43,Finance,Exposure to toxic fumes led to burns.,Tool Crib,Accident,Yes,Electric shock from faulty wiring
Finley Murray,Emerson Brown,13 September 2025,01:47,Logistics,"Worker fell from ladder while repairing the hull, resulting in concussion.",Warehouse B,Accident,Yes,Back strain from improper lifting
Kai Sullivan,Logan Murphy,30 June 2025,01:15,Training & Development,"crane malfunction caused electrical fire, injuring the operator.",Cafeteria,Accident,Yes,Puncture wound from misplaced tool
Spencer Lee,Jesse Kennedy,09 August 2024,09:47,Facilities,"Worker fell from ladder while repairing the hull, resulting in burns.",Warehouse B,Accident,Yes,Foreign object in eye from grinding debris
Kai Murray,Charlie Brown,23 September 2024,02:24,Facilities,"grinder malfunction caused electrical fire, injuring a contractor.",Tool Crib,Accident,Yes,Burn from hot welding equipment
Quinn Walker,Frankie Brown,13 March 2024,17:57,Research & Development,"forklift malfunction caused electrical fire, injuring two workers.",Dockyard North,Accident,Yes,Back strain from improper lifting
Cameron Allen,Spencer Davis,15 March 2025,18:13,Finance,Exposure to toxic fumes led to a fractured leg.,Main Gate Security,Accident,Yes,Crush injury to hand from hydraulic press
Skyler Sullivan,Logan Fisher,11 May 2025,23:59,Procurement,"crane malfunction caused a steel beam to drop, injuring a contractor.",Electrical Bay,Accident,Yes,Trip hazard fall resulting in bruising
Emerson Morgan,Skyler West,06 May 2024,03:16,Operations,"Worker fell from ladder while welding, resulting in burns.",Maintenance Shed,Accident,Yes,Smoke inhalation from fire in electrical bay
Charlie Bailey,Jamie Pearson,08 October 2024,01:37,Operations,"grinder malfunction caused a fuel leak, injuring two workers.",Tool Crib,Accident,Yes,Puncture wound from misplaced tool
Skyler Ward,Elliot Graham,09 March 2024,13:07,Dockyard Operations,"crane malfunction caused a steel beam to drop, injuring two workers.",Warehouse A,Accident,Yes,Burn from hot welding equipment
Harper Bailey,Peyton Payne,24 February 2025,22:30,Operations,Exposure to high-voltage wiring led to concussion.,Main Gate Security,Accident,Yes,Chemical burn from solvent exposure
Harper Fisher,Peyton Ward,27 December 2024,15:48,Ship Maintenance,Exposure to toxic fumes led to concussion.,Shipyard Pier,Accident,Yes,Eye irritation from chemical fumes
Finley Davis,Skyler Johnson,18 July 2024,00:15,Ship Maintenance,Exposure to toxic fumes led to burns.,Training Room,Accident,Yes,Minor cuts and bruises
Drew West,Cameron Smith,31 May 2024,07:42,Health & Safety,"Worker fell from ladder while welding, resulting in burns.",Fleet Garage,Accident,Yes,Hearing damage from loud machinery
Alex Holmes,Harper West,24 May 2024,02:17,Warehouse,"Worker fell from ladder while painting, resulting in a fractured leg.",IT Server Room,Accident,Yes,Eye irritation from chemical fumes
Jordan Lee,Elliot Bennett,18 March 2025,21:38,HR,"crane malfunction caused electrical fire, injuring the operator.",Fleet Garage,Accident,Yes,Smoke inhalation from fire in electrical bay
Frankie Walker,Dakota West,19 August 2024,19:09,Quality Assurance,Exposure to toxic fumes led to a fractured leg.,Warehouse B,Accident,Yes,Smoke inhalation from fire in electrical bay
Taylor Davis,Quinn Ward,01 March 2024,08:51,Logistics,Exposure to high-voltage wiring led to concussion.,Maintenance Shed,Accident,Yes,Puncture wound from misplaced tool
Casey Fisher,Sydney Lee,21 January 2024,19:47,Facilities,Exposure to toxic fumes led to a fractured leg.,Warehouse A,Accident,Yes,Burn from hot welding equipment
Alex Fisher,Dakota West,07 July 2025,22:35,Communications,Exposure to toxic fumes led to a fractured leg.,Shipyard Pier,Accident,Yes,Trip hazard fall resulting in bruising
Alex Mitchell,Sawyer Payne,19 April 2025,15:18,Health & Safety,"Worker fell from ladder while repairing the hull, resulting in burns.",Fuel Depot,Accident,Yes,Fractured ankle due to fall from scaffolding
Avery Kennedy,Finley Murphy,29 August 2024,02:08,Quality Assurance,"Worker fell from scaffolding while painting, resulting in concussion.",Electrical Bay,Accident,Yes,Foreign object in eye from grinding debris
Jesse Parker,Charlie Graham,20 February 2024,05:46,Legal,Exposure to high-voltage wiring led to concussion.,Fleet Garage,Accident,Yes,Laceration from sharp metal panel
Kai Murphy,Riley Cooper,23 December 2024,23:33,Facilities,"Worker fell from scaffolding while repairing the hull, resulting in burns.",Fleet Garage,Accident,Yes,Fractured wrist from fall on wet surface
Blake Murray,Sawyer Bailey,13 April 2025,18:15,Fleet Management,"Worker fell from ladder while welding, resulting in concussion.",Dockyard North,Accident,Yes,Minor cuts and bruises
Frankie Lee,Jesse Walker,14 August 2025,09:14,Facilities,"Worker fell from ship deck while welding, resulting in a fractured leg.",Reception Area,Accident,Yes,Puncture wound from misplaced tool
Rowan Johnson,Jamie Allen,26 June 2025,11:26,Ship Maintenance,Exposure to toxic fumes led to burns.,Dockyard North,Accident,Yes,Chemical burn from solvent exposure
Quinn Morgan,Jordan Clark,21 April 2025,04:26,Communications,"Worker fell from ship deck while painting, resulting in burns.",Warehouse A,Accident,Yes,Electric shock from faulty wiring
Reese Sullivan,Sawyer Bailey,01 May 2024,10:44,Facilities,"crane malfunction caused a steel beam to drop, injuring a contractor.",Maintenance Shed,Accident,Yes,Hearing damage from loud machinery
Drew Holmes,Sydney Hughes,14 June 2025,21:29,HR,"Worker fell from ship deck while painting, resulting in burns.",Maintenance Shed,Accident,Yes,Electric shock from faulty wiring
Cameron Brown,Rowan West,03 November 2024,00:07,Training & Development,"crane malfunction caused a fuel leak, injuring a contractor.",Engineering Workshop,Accident,Yes,Hearing damage from loud machinery
Rowan Payne,Frankie Foster,04 March 2025,11:37,Ship Maintenance,Exposure to high-voltage wiring led to concussion.,Fleet Garage,Accident,Yes,Concussion from falling object
Chris Robinson,Drew Graham,23 January 2024,01:31,Legal,"Worker fell from ladder while repairing the hull, resulting in concussion.",IT Server Room,Accident,Yes,Heat exhaustion from prolonged outdoor work
Riley Morgan,Elliot Brown,24 February 2025,18:35,Environmental Services,"Worker fell from scaffolding while welding, resulting in a fractured leg.",Cafeteria,Accident,Yes,Eye irritation from chemical fumes
Skyler Holmes,Logan Davis,30 July 2025,06:28,Security,Exposure to high-voltage wiring led to a fractured leg.,Dry Dock 2,Accident,Yes,Puncture wound from misplaced tool
Riley Clark,Cameron Murphy,27 March 2024,11:29,Engineering,"forklift malfunction caused electrical fire, injuring a contractor.",Fleet Garage,Accident,Yes,Laceration from sharp metal panel
Casey Smith,Jesse Kennedy,13 November 2024,00:32,Fleet Management,"grinder malfunction caused electrical fire, injuring a contractor.",Fleet Garage,Accident,Yes,Compressed air injury during maintenance
Chris Sullivan,Blake Murphy,18 March 2025,18:07,Engineering,"Worker fell from ship deck while welding, resulting in concussion.",Training Room,Accident,Yes,Hearing damage from loud machinery
Charlie Lewis,Peyton Walker,08 November 2024,10:18,Facilities,Exposure to high-voltage wiring led to burns.,Dry Dock 1,Accident,Yes,Smoke inhalation from fire in electrical bay
Spencer Reed,Chris Morgan,08 November 2024,12:15,Engineering,Exposure to asbestos led to burns.,Warehouse A,Accident,Yes,Smoke inhalation from fire in electrical bay
Chris Lewis,Taylor Lewis,26 February 2024,08:36,Quality Assurance,Exposure to asbestos led to concussion.,Electrical Bay,Accident,Yes,Trip hazard fall resulting in bruising
Spencer Reed,Drew Davis,08 May 2025,11:55,Customer Service,Exposure to toxic fumes led to burns.,Electrical Bay,Accident,Yes,Puncture wound from misplaced tool
Reese West,Casey Walker,15 December 2024,03:48,Facilities,"Worker fell from scaffolding while painting, resulting in a fractured leg.",Engineering Workshop,Accident,Yes,Fractured wrist from fall on wet surface
Jesse Foster,Dakota Allen,01 February 2025,22:00,Finance,"grinder malfunction caused electrical fire, injuring two workers.",Engineering Workshop,Accident,Yes,Heat exhaustion from prolonged outdoor work
Blake Brown,Casey Holmes,01 August 2025,17:21,Customer Service,"forklift malfunction caused a steel beam to drop, injuring a contractor.",Dry Dock 2,Accident,Yes,Electric shock from faulty wiring
Reese Davis,Cameron Clark,12 September 2024,15:03,Research & Development,"crane malfunction caused a steel beam to drop, injuring two workers.",Dry Dock 2,Accident,Yes,Foreign object in eye from grinding debris
Elliot Graham,Chris Reed,22 April 2025,15:28,Fleet Management,Exposure to high-voltage wiring led to burns.,Paint Shop,Accident,Yes,Eye irritation from chemical fumes
Riley Bennett,Elliot West,02 April 2025,05:25,HR,Exposure to toxic fumes led to a fractured leg.,Main Gate Security,Accident,Yes,Compressed air injury during maintenance
Cameron Reed,Elliot Cooper,11 January 2025,19:06,Research & Development,"grinder malfunction caused a steel beam to drop, injuring two workers.",IT Server Room,Accident,Yes,Laceration from sharp metal panel
Riley Walker,Elliot Lee,01 June 2024,13:01,Quality Assurance,Exposure to toxic fumes led to a fractured leg.,IT Server Room,Accident,Yes,Laceration from sharp metal panel
Jordan Lee,Blake Sullivan,05 August 2024,15:37,Procurement,"crane malfunction caused electrical fire, injuring the operator.",Electrical Bay,Accident,Yes,Hearing damage from loud machinery
